code	legality	section	field	text
C.12	ENTRY-LEGAL	C -- Last-15 pre-entry context	C -- Last-15 pre-entry context	Sweep-event count in the 15
L.01	POST-HOC	L -- Episode identity & labels	L -- Episode identity & labels	Episode direction: long / short
L.02	POST-HOC	L -- Episode identity & labels	L -- Episode identity & labels	Outcome label: TP / SL / UNRESOLVED
L.03	POST-HOC	L -- Episode identity & labels	L -- Episode identity & labels	Resolved flag: barrier hit within the 6h window and available data
L.04	POST-HOC	L -- Episode identity & labels	L -- Episode identity & labels	Censor reason: none / 6h-window / end-of-data
L.05	POST-HOC	L -- Episode identity & labels	L -- Episode identity & labels	Entry price (entry-bucket close) + absolute TP and SL prices
L.06	POST-HOC	L -- Episode identity & labels	L -- Episode identity & labels	Entry bucket id + entry timestamp
L.07	POST-HOC	L -- Episode identity & labels	L -- Episode identity & labels	Ambiguous-hit flag: one bucket spanned BOTH barriers -> ruled SL by convention
L.08	POST-HOC	L -- Episode identity & labels	L -- Episode identity & labels	Joint 3-way path label mirror (UP / DOWN / WHIPSAW)
L.09	POST-HOC	L -- Episode identity & labels	L -- Episode identity & labels	Episode id: bucket_id x direction key
O.01	POST-HOC	O -- Barrier outcome + excursion family	O -- Barrier outcome + excursion family	Three-way path label: UP-resolve / DOWN-resolve / WHIPSAW
O.02	POST-HOC	O -- Barrier outcome + excursion family	O -- Barrier outcome + excursion family	Per-direction outcome: long TP/SL and short TP/SL
O.03	POST-HOC	O -- Barrier outcome + excursion family	O -- Barrier outcome + excursion family	Time to barrier touch (entry close -> touch)
O.04	POST-HOC	O -- Barrier outcome + excursion family	O -- Barrier outcome + excursion family	Buckets to barrier touch
O.05	POST-HOC	O -- Barrier outcome + excursion family	O -- Barrier outcome + excursion family	Barrier-touch bucket id (end of J-scope)
O.06	POST-HOC	O -- Barrier outcome + excursion family	O -- Barrier outcome + excursion family	TP episodes: max favorable excursion BEYOND TP, % (6h cap)
O.07	POST-HOC	O -- Barrier outcome + excursion family	O -- Barrier outcome + excursion family	TP episodes: time to that max
O.08	POST-HOC	O -- Barrier outcome + excursion family	O -- Barrier outcome + excursion family	TP episodes: buckets to that max
O.09	POST-HOC	O -- Barrier outcome + excursion family	O -- Barrier outcome + excursion family	Excursion velocity: % per hour to the max
O.10	POST-HOC	O -- Barrier outcome + excursion family	O -- Barrier outcome + excursion family	Retention: window-end value vs max (give-back %)
O.11	POST-HOC	O -- Barrier outcome + excursion family	O -- Barrier outcome + excursion family	Censoring flag: max sits at the 6h window edge
O.12	POST-HOC	O -- Barrier outcome + excursion family	O -- Barrier outcome + excursion family	SL episodes: max adverse continuation BEYOND SL, %
O.13	POST-HOC	O -- Barrier outcome + excursion family	O -- Barrier outcome + excursion family	SL episodes: time to the max adverse point
O.14	POST-HOC	O -- Barrier outcome + excursion family	O -- Barrier outcome + excursion family	Adverse velocity: % per hour
O.15	POST-HOC	O -- Barrier outcome + excursion family	O -- Barrier outcome + excursion family	Recovery flags: re-crossed SL / re-crossed entry within 6h
O.16	POST-HOC	O -- Barrier outcome + excursion family	O -- Barrier outcome + excursion family	Excursion-max bucket id (end of X-scope)
O.17	POST-HOC	O -- Barrier outcome + excursion family	O -- Barrier outcome + excursion family	TP episodes: max against-entry depth BEFORE the hit, % from entry
O.18	POST-HOC	O -- Barrier outcome + excursion family	O -- Barrier outcome + excursion family	SL episodes: max in-favor move BEFORE the stop, % from entry
O.19	POST-HOC	O -- Barrier outcome + excursion family	O -- Barrier outcome + excursion family	TP episodes: price crossed entry AGAINST the position first (Y/N)
O.20	POST-HOC	O -- Barrier outcome + excursion family	O -- Barrier outcome + excursion family	TP episodes: underwater time before the TP hit
O.21	POST-HOC	O -- Barrier outcome + excursion family	O -- Barrier outcome + excursion family	TP episodes: near-death ratio -- against-entry depth / SL distance
O.22	POST-HOC	O -- Barrier outcome + excursion family	O -- Barrier outcome + excursion family	SL episodes: price crossed entry IN FAVOR first (Y/N)
O.23	POST-HOC	O -- Barrier outcome + excursion family	O -- Barrier outcome + excursion family	SL episodes: time in profit before the stop
O.24	POST-HOC	O -- Barrier outcome + excursion family	O -- Barrier outcome + excursion family	SL episodes: near-win ratio -- in-favor move / TP distance
O.25	POST-HOC	O -- Barrier outcome + excursion family	O -- Barrier outcome + excursion family	Entry re-cross count before the barrier (chop around entry)
K.01	ENTRY-LEGAL	K -- Keltner channel & POC baseline	K -- Keltner channel & POC baseline	KC middle line value at entry (EMA-20 of close)
K.02	ENTRY-LEGAL	K -- Keltner channel & POC baseline	K -- Keltner channel & POC baseline	KC upper band (mid + 2.0 x ATR-20)
K.03	ENTRY-LEGAL	K -- Keltner channel & POC baseline	K -- Keltner channel & POC baseline	KC lower band (mid - 2.0 x ATR-20)
K.04	ENTRY-LEGAL	K -- Keltner channel & POC baseline	K -- Keltner channel & POC baseline	Bandwidth: (upper - lower) / mid
K.05	ENTRY-LEGAL	K -- Keltner channel & POC baseline	K -- Keltner channel & POC baseline	Entry close position inside the channel, 0..1
K.06	ENTRY-LEGAL	K -- Keltner channel & POC baseline	K -- Keltner channel & POC baseline	Zone tag: above / upper-half / lower-half / below
K.07	ENTRY-LEGAL	K -- Keltner channel & POC baseline	K -- Keltner channel & POC baseline	Distance to nearest band (ticks and ATRs)
K.08	ENTRY-LEGAL	K -- Keltner channel & POC baseline	K -- Keltner channel & POC baseline	Channel slope (mid-line drift over N buckets)
K.09	ENTRY-LEGAL	K -- Keltner channel & POC baseline	K -- Keltner channel & POC baseline	Squeeze flag: bandwidth in bottom percentile
K.10	ENTRY-LEGAL	K -- Keltner channel & POC baseline	K -- Keltner channel & POC baseline	Rolling-POC baseline value (240-bucket window POC)
K.11	ENTRY-LEGAL	K -- Keltner channel & POC baseline	K -- Keltner channel & POC baseline	Close vs POC baseline: side + distance
K.12	ENTRY-LEGAL	K -- Keltner channel & POC baseline	K -- Keltner channel & POC baseline	POC-baseline slope + consecutive-side streak
